StudentID,FirstName,LastName,Gender,DateOfBirth,Major,GPA
1449,Lillian,Graham,Female,1/9/1995,Biology,3.24
1450,Emery,Smith,Female,11/14/1996,Mathematics,3.94
1451,Adam,White,Male,5/8/1993,Computer Science,3.2
1452,Joshua,Jackson,Male,4/17/1995,Biology,2.39
1453,Rosie,Clark,Female,6/29/1998,Physics,3.01
1454,Ahmed,Singh,Male,3/7/1997,Computer Science,2.48
1455,Cameron,Hughes,Male,11/13/1998,Physics,2.24
1456,Josie,Jones,Female,8/26/1997,Biology,3.13
1457,Christian,Marshall,Male,9/13/2002,Biology,3.16
1458,Brielle,Ellis,Female,3/11/1992,Physics,2.33
1459,Serenity,Powell,Female,7/10/1999,Computer Science,3.31
1460,Liam,Mitchell,Male,2/16/1999,Mathematics,2.41
1461,Aurora,Brooks,Female,10/12/1991,Physics,3.67
1462,Lucas,Evans,Male,2/12/1990,Biology,3.22
1463,Fatima,Griffiths,Female,1/9/1996,Mathematics,2.49
1464,Grace,Edwards,Female,7/21/2000,Computer Science,3.08
1465,Archie,Bailey,Male,12/9/1996,Computer Science,3.82
1466,Silas,Hussain,Male,4/17/1996,Computer Science,3.62
1467,Benjamin,Wilkinson,Male,3/18/1990,Mathematics,3.57
1468,Elias,Chapman,Male,1/4/1996,Physics,2.43
1469,Jade,Powell,Female,2/10/2001,Biology,3.68
1470,Jace,Ford,Male,7/29/2000,Computer Science,2.46
1471,Daniel,Griffiths,Male,7/6/1999,Biology,2.1
1472,Josiah,Ellis,Male,7/13/2000,Biology,3.1
1473,Delilah,Khan,Female,8/23/1997,Biology,3.4
1474,Wyatt,Davis,Male,4/25/1997,Biology,2.32
1475,Adriel,Mason,Male,11/8/1995,Physics,2.51
1476,Sophie,Patel,Female,6/16/2000,Computer Science,3.36
1477,August,Wood,Male,11/29/2005,Mathematics,3.84
1478,Zara,Lewis,Female,3/3/1992,Biology,3.68
1479,Jackson,Allen,Male,11/30/1997,Physics,2.26
1480,Arthur,Miller,Male,8/12/1991,Computer Science,2.66
1481,Hudson,Martin,Male,1/29/1993,Computer Science,3.17
1482,Matthew,Phillips,Male,4/1/1994,Biology,3.81
1483,Elizabeth,Singh,Female,11/10/1999,Mathematics,2.22
1484,Hannah,Clarke,Female,11/13/2004,Physics,3.27
1485,Myles,Pearce,Male,2/1/1997,Physics,3.83
1486,Jaxon,Stevens,Male,6/22/2000,Physics,2.25
1487,Oaklynn,James,Female,8/23/1998,Biology,2.83
1488,Samuel,Marshall,Male,7/21/1998,Biology,2.14
1489,Penelope,Holmes,Female,8/30/1998,Mathematics,3.53
1490,Brielle,Perry,Female,8/14/2002,Physics,3.87
1491,Mason,Barnes,Male,1/15/1996,Computer Science,3.39
1492,Carter,Baker,Male,1/21/1996,Biology,3.9
1493,Xavier,Parker,Male,10/4/1996,Physics,3.96
1494,Lottie,Fox,Female,9/4/1991,Biology,3.42
1495,Mila,White,Female,1/28/1990,Computer Science,2.49
1496,Maverick,Cook,Male,5/5/1995,Mathematics,2.1
1497,Cameron,Elliott,Male,5/24/2003,Computer Science,2.55
1498,Nevaeh,Simpson,Female,7/28/1991,Biology,3.53
1499,Elsie,Kennedy,Female,11/11/2003,Mathematics,3.47
1500,Victoria,Richards,Female,10/3/2004,Computer Science,2.85
1501,Nasiru,Sani,Male,1/1/2005,Computer Science,4.86
