EnrollmentID,StudentID,CourseID,Semester,Year,Grade,FirstName,LastName,Gender,DateOfBirth,Major,GPA
283,1108,COURSE43,Resit,2023,D,Noah,Stevens,Male,12/23/1995,Mathematics,3.23
284,1137,COURSE21,Resit,2023,D,Abigail,Graham,Female,11/21/2002,Computer Science,2.28
285,1102,COURSE24,2nd semester,2021,D,Micah,Price,Male,12/31/2001,Biology,2.47
286,1137,COURSE41,1st semester,2024,D,Abigail,Graham,Female,11/21/2002,Computer Science,2.28
287,1089,COURSE25,2nd semester,2021,A,Axel,Jackson,Male,1/3/1991,Mathematics,3.13
288,1347,COURSE17,1st semester,2021,D,Layla,Jenkins,Female,6/6/2002,Biology,2.31
289,1002,COURSE12,Resit,2019,F,Rosie,Edwards,Female,5/13/2001,Computer Science,2.07
290,1158,COURSE9,1st semester,2019,C,Luke,Hunt,Male,12/4/1994,Computer Science,3.24
291,1131,COURSE6,Resit,2019,D,Maya,Barker,Female,6/4/1995,Biology,2.33
292,1276,COURSE28,Resit,2023,C,Elias,Dixon,Male,2/9/1990,Biology,3.17
293,1139,COURSE6,Resit,2021,F,Tommy,Clarke,Male,10/5/1999,Mathematics,3.96
294,1342,COURSE40,Resit,2023,A,Jace,Saunders,Male,5/25/2003,Physics,2.58
295,1265,COURSE40,2nd semester,2024,A,Beau,Roberts,Male,10/13/1993,Physics,2.97
296,1496,COURSE49,Resit,2023,A,Maverick,Cook,Male,5/5/1995,Mathematics,2.1
297,1014,COURSE6,1st semester,2024,C,Lily,Parker,Female,6/17/1998,Computer Science,3.43
298,1300,COURSE2,1st semester,2019,C,Raelynn,Dixon,Female,4/26/1994,Computer Science,2.28
299,1137,COURSE44,1st semester,2024,D,Abigail,Graham,Female,11/21/2002,Computer Science,2.28
300,1452,COURSE18,Resit,2021,A,Joshua,Jackson,Male,4/17/1995,Biology,2.39
301,1378,COURSE43,1st semester,2019,C,Camila,Cooper,Female,5/16/1998,Physics,3.88
302,1224,COURSE30,Resit,2020,B,Everett,Lewis,Male,6/28/1999,Computer Science,3.85
303,1192,COURSE44,Resit,2019,D,Serenity,Phillips,Female,7/20/1994,Mathematics,3.99
304,1298,COURSE20,1st semester,2020,A,Luke,Griffiths,Male,3/4/1990,Biology,2.74
305,1136,COURSE26,1st semester,2020,A,Rowan,Clarke,Male,3/19/1997,Computer Science,2.69
306,1237,COURSE13,1st semester,2019,B,Michael,Webb,Male,8/6/2001,Mathematics,3.74
307,1322,COURSE21,1st semester,2019,D,Maeve,Day,Female,4/2/2001,Physics,2.44
308,1103,COURSE13,1st semester,2023,F,Mateo,Wright,Male,7/13/1999,Physics,2.07
309,1298,COURSE32,Resit,2021,C,Luke,Griffiths,Male,3/4/1990,Biology,2.74
310,1427,COURSE48,2nd semester,2020,D,John,Bailey,Male,10/20/1999,Mathematics,3.37
311,1283,COURSE11,Resit,2019,D,Emery,Parker,Female,6/10/1992,Computer Science,3.21
312,1385,COURSE41,2nd semester,2024,D,Hudson,Parker,Male,3/29/1996,Computer Science,3.15
313,1435,COURSE16,1st semester,2022,C,Mila,Richards,Female,9/17/1997,Biology,3.44
314,1253,COURSE38,1st semester,2021,B,Cameron,Fisher,Male,8/30/1999,Biology,3.63
315,1387,COURSE48,Resit,2024,F,Sophia,Ford,Female,2/1/1990,Physics,2.05
316,1199,COURSE35,1st semester,2021,D,Jordan,Barnes,Male,11/9/2002,Mathematics,2.46
317,1410,COURSE3,Resit,2019,C,Charlie,Begum,Male,11/16/1997,Computer Science,3.82
318,1287,COURSE44,1st semester,2021,D,Scarlett,Green,Female,4/6/2005,Mathematics,2.98
319,1455,COURSE1,2nd semester,2023,D,Cameron,Hughes,Male,11/13/1998,Physics,2.24
320,1050,COURSE40,2nd semester,2020,C,Elsie,Powell,Female,5/9/1998,Mathematics,2.87
321,1121,COURSE30,Resit,2019,C,Brooks,Ellis,Male,2/27/1990,Biology,3.77
322,1095,COURSE35,1st semester,2023,A,Maria,Johnson,Female,5/15/1998,Computer Science,2.78
323,1379,COURSE28,1st semester,2021,A,Gabriella,Morris,Female,5/30/1992,Biology,3.6
324,1464,COURSE35,Resit,2022,D,Grace,Edwards,Female,7/21/2000,Computer Science,3.08
325,1339,COURSE26,2nd semester,2021,D,Beau,Thompson,Male,5/17/2001,Biology,3.01
326,1491,COURSE7,1st semester,2020,A,Mason,Barnes,Male,1/15/1996,Computer Science,3.39
327,1095,COURSE5,2nd semester,2022,A,Maria,Johnson,Female,5/15/1998,Computer Science,2.78
328,1388,COURSE11,1st semester,2024,F,Enzo,Jenkins,Male,9/23/1990,Computer Science,3.23
329,1364,COURSE43,Resit,2024,B,Noah,Lane,Male,12/9/1991,Computer Science,3.89
330,1336,COURSE32,Resit,2021,C,Theodore,Baker,Male,11/18/2005,Computer Science,2.86
331,1084,COURSE9,Resit,2020,C,Raelynn,Reynolds,Female,11/27/2003,Mathematics,2.56
332,1419,COURSE10,1st semester,2019,D,James,Khan,Male,4/4/1993,Computer Science,3.27
333,1219,COURSE37,2nd semester,2023,C,Nova,Bailey,Female,12/5/2004,Biology,3.21
334,1282,COURSE22,Resit,2020,F,Elijah,White,Male,6/17/1998,Physics,2.8
335,1097,COURSE26,Resit,2021,A,Nevaeh,Jones,Female,2/27/2003,Mathematics,3.94
336,1363,COURSE29,2nd semester,2021,C,Christian,Harvey,Male,4/27/2001,Biology,3.23
337,1411,COURSE18,1st semester,2019,A,Ahmed,Phillips,Male,1/28/2005,Computer Science,3.41
338,1352,COURSE4,Resit,2024,D,Isla,Morris,Female,4/17/2003,Physics,2.72
339,1233,COURSE45,2nd semester,2020,B,Isaac,Fletcher,Male,10/28/1992,Biology,3.5
340,1113,COURSE24,Resit,2020,D,Everly,Clark,Female,9/29/1992,Physics,3.92
341,1220,COURSE49,1st semester,2021,B,Atlas,Powell,Male,5/29/2002,Computer Science,3.34
342,1234,COURSE13,Resit,2023,D,Axel,Cooper,Male,10/31/1997,Computer Science,3.77
343,1339,COURSE15,Resit,2023,D,Beau,Thompson,Male,5/17/2001,Biology,3.01
344,1090,COURSE11,Resit,2023,C,Nathan,Russell,Male,1/20/1998,Mathematics,3.27
345,1400,COURSE34,1st semester,2022,F,Freddie,Clarke,Male,1/13/1998,Mathematics,3.15
346,1107,COURSE49,2nd semester,2019,C,Clara,Ford,Female,5/5/1997,Biology,2.76
347,1014,COURSE44,1st semester,2020,D,Lily,Parker,Female,6/17/1998,Computer Science,3.43
348,1081,COURSE19,Resit,2021,D,Kai,Williams,Male,2/22/2004,Biology,3.92
349,1046,COURSE15,Resit,2024,D,Aiden,Kelly,Male,5/3/1998,Physics,3.25
350,1175,COURSE39,1st semester,2024,F,Lainey,Powell,Female,10/22/1995,Biology,2.04
351,1430,COURSE34,Resit,2023,D,Aaliyah,Harris,Female,3/29/2001,Mathematics,3.38
352,1348,COURSE16,Resit,2023,D,Jade,Griffiths,Female,8/27/1999,Mathematics,2.06
353,1257,COURSE10,Resit,2021,B,Anaya,Gray,Female,6/16/1997,Biology,3.41
354,1462,COURSE50,Resit,2024,C,Lucas,Evans,Male,2/12/1990,Biology,3.22
355,1424,COURSE22,Resit,2024,C,Nolan,Johnson,Male,2/23/1994,Physics,3.68
356,1034,COURSE25,Resit,2020,D,Theodore,Marshall,Male,6/4/1995,Physics,3.12
357,1085,COURSE6,1st semester,2020,C,Freya,Pearson,Female,7/30/1997,Biology,3.82
358,1339,COURSE33,1st semester,2022,A,Beau,Thompson,Male,5/17/2001,Biology,3.01
359,1287,COURSE18,Resit,2024,F,Scarlett,Green,Female,4/6/2005,Mathematics,2.98
360,1316,COURSE13,2nd semester,2022,C,Enzo,Davies,Male,2/17/1994,Mathematics,3.96
361,1478,COURSE5,1st semester,2024,D,Zara,Lewis,Female,3/3/1992,Biology,3.68
362,1311,COURSE26,1st semester,2024,B,Rosie,Clark,Female,8/18/2004,Mathematics,3.88
363,1130,COURSE6,2nd semester,2021,B,Clara,Foster,Female,1/20/1998,Biology,3.54
364,1099,COURSE47,Resit,2024,D,Valentina,Ali,Female,12/16/2002,Computer Science,2.04
365,1280,COURSE2,1st semester,2021,F,Emma,Moore,Female,6/19/1997,Physics,3.75
366,1423,COURSE17,2nd semester,2024,B,Fatima,Russell,Female,9/28/2004,Mathematics,3.8
367,1347,COURSE9,2nd semester,2022,D,Layla,Jenkins,Female,6/6/2002,Biology,2.31
368,1141,COURSE2,2nd semester,2020,B,Colton,Bailey,Male,12/17/2001,Mathematics,2.51
369,1476,COURSE27,1st semester,2023,B,Sophie,Patel,Female,6/16/2000,Computer Science,3.36
370,1486,COURSE44,1st semester,2020,A,Jaxon,Stevens,Male,6/22/2000,Physics,2.25
371,1104,COURSE24,Resit,2024,D,Maya,Brown,Female,11/3/1993,Biology,3.2
372,1184,COURSE21,2nd semester,2022,C,Oaklynn,Hall,Female,1/3/1995,Biology,4
373,1329,COURSE36,1st semester,2020,C,Finley,Roberts,Male,1/11/1992,Computer Science,2.1
374,1318,COURSE39,2nd semester,2023,B,Brooks,Palmer,Male,12/3/1998,Computer Science,3.61
375,1223,COURSE41,1st semester,2023,A,Grace,Lawrence,Female,11/29/1993,Computer Science,2.8
376,1291,COURSE45,1st semester,2020,F,Walker,Perry,Male,4/14/2003,Physics,3.61
377,1412,COURSE7,1st semester,2020,F,Jacob,Payne,Male,8/10/1990,Computer Science,2.82
378,1171,COURSE2,2nd semester,2024,C,Christian,Dixon,Male,3/12/1992,Physics,3.52
379,1354,COURSE43,Resit,2022,C,Evie,Knight,Female,7/18/1995,Mathematics,2.47
380,1369,COURSE22,2nd semester,2022,B,Poppy,Stevens,Female,5/9/1990,Biology,3.49
381,1432,COURSE16,Resit,2022,A,Zoey,Taylor,Female,5/8/1998,Biology,2.63
382,1359,COURSE8,2nd semester,2020,B,Asher,Gray,Male,3/17/2001,Computer Science,2.19
383,1099,COURSE25,2nd semester,2023,B,Valentina,Ali,Female,12/16/2002,Computer Science,2.04
384,1260,COURSE41,1st semester,2020,A,Jade,Powell,Female,1/16/1994,Biology,2.02
385,1366,COURSE44,Resit,2024,B,Lincoln,Brown,Male,12/10/1995,Mathematics,2.45
386,1442,COURSE15,1st semester,2022,F,Ava,Shaw,Female,7/5/1999,Biology,2.9
387,1295,COURSE8,Resit,2020,F,Axel,Fletcher,Male,4/13/1999,Computer Science,2.8
388,1388,COURSE46,2nd semester,2024,B,Enzo,Jenkins,Male,9/23/1990,Computer Science,3.23
389,1037,COURSE33,1st semester,2020,C,Camila,Butler,Female,1/24/1990,Computer Science,2.27
390,1335,COURSE34,2nd semester,2023,A,Daniel,Mason,Male,4/5/2000,Mathematics,3.05
391,1399,COURSE12,1st semester,2020,A,Aaliyah,Singh,Female,7/8/2004,Computer Science,3.85
392,1077,COURSE22,1st semester,2020,F,Finley,Russell,Male,4/22/2000,Biology,2.91
393,1234,COURSE28,1st semester,2021,F,Axel,Cooper,Male,10/31/1997,Computer Science,3.77
394,1152,COURSE38,1st semester,2020,D,Poppy,Singh,Female,5/11/1994,Physics,3.86
395,1418,COURSE1,2nd semester,2019,B,Lily,Owen,Female,5/11/1995,Physics,2.1
396,1300,COURSE21,2nd semester,2022,A,Raelynn,Dixon,Female,4/26/1994,Computer Science,2.28
397,1406,COURSE26,Resit,2021,F,Victoria,Clarke,Female,5/3/1991,Physics,2.45
398,1044,COURSE28,Resit,2023,A,Charlie,Jones,Male,4/10/2003,Computer Science,2.43
399,1404,COURSE5,Resit,2022,F,Sienna,Day,Female,3/12/1997,Physics,2.12
400,1079,COURSE40,Resit,2022,B,Freddie,Day,Male,6/7/1996,Biology,3.18
401,1302,COURSE9,1st semester,2020,A,Evelyn,Cook,Female,8/6/1998,Physics,2.53
402,1374,COURSE11,Resit,2022,C,Maverick,Lewis,Male,8/27/2005,Physics,3.9
403,1409,COURSE15,1st semester,2019,D,River,Jones,Male,7/5/1997,Computer Science,2.75
404,1450,COURSE29,Resit,2020,D,Emery,Smith,Female,11/14/1996,Mathematics,3.94
405,1256,COURSE2,2nd semester,2023,A,Ellie,Cox,Female,4/3/2002,Biology,2.94
406,1136,COURSE36,Resit,2019,F,Rowan,Clarke,Male,3/19/1997,Computer Science,2.69
407,1264,COURSE18,Resit,2021,F,Isla,Martin,Female,12/7/2005,Computer Science,3.79
408,1124,COURSE37,Resit,2024,B,Oaklynn,Fletcher,Female,11/3/1994,Computer Science,2.93
409,1297,COURSE3,2nd semester,2019,C,Stella,Brooks,Female,11/20/1990,Biology,3.5
410,1020,COURSE40,Resit,2023,C,Hallie,Cook,Female,1/9/1998,Computer Science,3.75
411,1222,COURSE48,Resit,2020,B,Michael,Lee,Male,12/25/2000,Physics,3.58
412,1290,COURSE17,1st semester,2019,D,Luka,Bell,Male,6/20/2004,Biology,3.52
413,1348,COURSE48,1st semester,2022,F,Jade,Griffiths,Female,8/27/1999,Mathematics,2.06
414,1052,COURSE44,1st semester,2023,D,Eliana,Wilson,Female,6/9/2003,Computer Science,2.32
415,1500,COURSE38,2nd semester,2023,A,Victoria,Richards,Female,10/3/2004,Computer Science,2.85
416,1401,COURSE19,1st semester,2020,A,Rose,Kennedy,Female,8/10/2002,Computer Science,2.33
417,1005,COURSE27,Resit,2024,A,Addison,Gibson,Female,5/30/2000,Physics,3.68
418,1055,COURSE41,2nd semester,2024,A,Vivian,Morris,Female,6/24/1999,Computer Science,2.1
419,1498,COURSE33,Resit,2022,F,Nevaeh,Simpson,Female,7/28/1991,Biology,3.53
420,1078,COURSE41,Resit,2020,F,Layla,Brooks,Female,5/7/2003,Biology,2.91
421,1038,COURSE12,Resit,2019,D,Valentina,O'Brien,Female,6/27/2003,Physics,2.42
422,1175,COURSE29,1st semester,2020,F,Lainey,Powell,Female,10/22/1995,Biology,2.04
423,1186,COURSE45,2nd semester,2024,C,Maya,Reynolds,Female,1/12/2003,Physics,3.92
424,1036,COURSE23,2nd semester,2021,B,George,Wood,Male,12/3/2000,Physics,2.69
425,1476,COURSE26,2nd semester,2022,C,Sophie,Patel,Female,6/16/2000,Computer Science,3.36
426,1201,COURSE37,Resit,2020,C,Avery,Rogers,Female,3/17/1992,Computer Science,3.36
427,1108,COURSE37,Resit,2023,B,Noah,Stevens,Male,12/23/1995,Mathematics,3.23
428,1071,COURSE2,1st semester,2022,D,Delilah,Marshall,Female,3/4/1998,Mathematics,2.07
429,1281,COURSE8,2nd semester,2019,F,Xavier,Matthews,Male,11/27/2003,Physics,3.44
430,1058,COURSE27,Resit,2021,C,Lincoln,Chapman,Male,12/22/2000,Computer Science,2.19
431,1031,COURSE39,2nd semester,2023,C,Bella,Gray,Female,6/29/2003,Physics,2.96
432,1089,COURSE35,1st semester,2023,A,Axel,Jackson,Male,1/3/1991,Mathematics,3.13
433,1497,COURSE42,2nd semester,2021,F,Cameron,Elliott,Male,5/24/2003,Computer Science,2.55
434,1133,COURSE12,2nd semester,2022,F,Cameron,Singh,Male,6/20/2005,Mathematics,3.27
435,1279,COURSE46,2nd semester,2019,F,Myles,Fletcher,Male,3/31/1997,Mathematics,3.58
436,1044,COURSE31,1st semester,2020,D,Charlie,Jones,Male,4/10/2003,Computer Science,2.43
437,1251,COURSE3,2nd semester,2022,D,Julian,Cox,Male,3/9/1996,Physics,2.25
438,1330,COURSE4,1st semester,2019,C,Grace,Brooks,Female,8/2/1999,Computer Science,2.84
439,1394,COURSE41,2nd semester,2020,C,Daniel,Harvey,Male,3/30/1996,Computer Science,3.78
440,1473,COURSE1,Resit,2021,A,Delilah,Khan,Female,8/23/1997,Biology,3.4
441,1083,COURSE44,Resit,2024,B,Colton,Pearce,Male,7/26/1995,Physics,3.34
442,1255,COURSE26,1st semester,2020,C,Roman,Wood,Male,12/22/2005,Physics,3.88
443,1104,COURSE24,1st semester,2021,F,Maya,Brown,Female,11/3/1993,Biology,3.2
444,1175,COURSE30,1st semester,2023,B,Lainey,Powell,Female,10/22/1995,Biology,2.04
445,1454,COURSE31,2nd semester,2022,B,Ahmed,Singh,Male,3/7/1997,Computer Science,2.48
446,1409,COURSE28,2nd semester,2023,B,River,Jones,Male,7/5/1997,Computer Science,2.75
447,1023,COURSE24,2nd semester,2024,A,Millie,Wilson,Female,9/16/2005,Biology,2.75
448,1239,COURSE2,2nd semester,2023,A,Cameron,Palmer,Male,10/5/1998,Mathematics,3.3
449,1037,COURSE43,Resit,2021,F,Camila,Butler,Female,1/24/1990,Computer Science,2.27
450,1074,COURSE36,Resit,2024,C,Eloise,Reynolds,Female,3/29/2003,Biology,3.8
451,1485,COURSE47,1st semester,2022,A,Myles,Pearce,Male,2/1/1997,Physics,3.83
452,1395,COURSE32,Resit,2021,F,Archie,Howard,Male,8/30/1993,Computer Science,3.75
453,1021,COURSE13,1st semester,2023,F,Christopher,Allen,Male,1/17/2003,Biology,3.03
454,1298,COURSE20,2nd semester,2024,B,Luke,Griffiths,Male,3/4/1990,Biology,2.74
455,1319,COURSE24,Resit,2022,D,Caleb,Turner,Male,11/14/1998,Computer Science,3.46
456,1177,COURSE18,Resit,2019,B,Noah,Lee,Male,5/25/2000,Mathematics,3.32
457,1294,COURSE4,Resit,2022,B,Levi,Evans,Male,12/6/1996,Computer Science,2.68
458,1217,COURSE21,Resit,2019,F,Zoey,Jenkins,Female,5/12/1991,Mathematics,3.28
459,1136,COURSE36,Resit,2022,A,Rowan,Clarke,Male,3/19/1997,Computer Science,2.69
460,1214,COURSE28,Resit,2022,C,Jade,Patel,Female,6/29/1992,Biology,2.81
461,1168,COURSE47,2nd semester,2022,C,Melody,Powell,Female,10/14/1991,Computer Science,2.67
462,1313,COURSE16,Resit,2023,B,Micah,Dixon,Male,4/15/1998,Mathematics,3.7
463,1417,COURSE43,2nd semester,2023,D,Levi,Powell,Male,6/15/1993,Physics,3.62
464,1107,COURSE17,Resit,2023,B,Clara,Ford,Female,5/5/1997,Biology,2.76
465,1085,COURSE7,2nd semester,2019,F,Freya,Pearson,Female,7/30/1997,Biology,3.82
466,1438,COURSE15,Resit,2019,C,Millie,Williams,Female,1/26/2001,Biology,3.36
467,1104,COURSE32,2nd semester,2023,B,Maya,Brown,Female,11/3/1993,Biology,3.2
468,1076,COURSE45,1st semester,2020,C,Scarlett,Griffiths,Female,3/19/2002,Biology,3.65
469,1468,COURSE11,2nd semester,2019,C,Elias,Chapman,Male,1/4/1996,Physics,2.43
470,1267,COURSE15,1st semester,2022,A,Grayson,Palmer,Male,3/23/2001,Physics,2.92
471,1043,COURSE12,1st semester,2021,B,August,Stevens,Male,2/12/1999,Mathematics,2.19
472,1111,COURSE49,2nd semester,2022,F,August,Stevens,Male,3/13/1997,Computer Science,3.41
473,1315,COURSE24,Resit,2023,B,Emily,Graham,Female,10/14/1996,Mathematics,3.18
474,1164,COURSE47,1st semester,2020,C,Ellie,Phillips,Female,6/7/1995,Computer Science,3.34
475,1002,COURSE26,2nd semester,2024,A,Rosie,Edwards,Female,5/13/2001,Computer Science,2.07
476,1198,COURSE7,2nd semester,2020,A,Levi,Thomas,Male,7/3/1990,Computer Science,2.29
477,1151,COURSE38,Resit,2023,D,Theo,Hussain,Male,6/8/1995,Computer Science,2.09
478,1346,COURSE2,2nd semester,2022,D,Eli,Shaw,Male,9/5/1991,Mathematics,2.07
479,1199,COURSE43,1st semester,2022,B,Jordan,Barnes,Male,11/9/2002,Mathematics,2.46
480,1306,COURSE41,1st semester,2021,D,George,Powell,Male,10/28/1995,Computer Science,2.8
481,1488,COURSE33,1st semester,2020,B,Samuel,Marshall,Male,7/21/1998,Biology,2.14
482,1384,COURSE13,Resit,2021,F,Ayla,Baker,Female,2/1/1998,Physics,3.6
483,1456,COURSE47,2nd semester,2021,D,Josie,Jones,Female,8/26/1997,Biology,3.13
484,1189,COURSE33,1st semester,2024,A,Oaklynn,Fletcher,Female,12/15/2005,Mathematics,3.14
485,1493,COURSE10,Resit,2021,B,Xavier,Parker,Male,10/4/1996,Physics,3.96
486,1042,COURSE45,2nd semester,2020,F,August,Dixon,Male,10/20/1998,Mathematics,3.6
487,1370,COURSE2,2nd semester,2024,B,Hannah,Moore,Female,4/16/1999,Mathematics,2.07
488,1413,COURSE12,Resit,2020,B,Brielle,Moore,Female,11/7/1993,Mathematics,2.5
489,1341,COURSE27,Resit,2023,A,Cameron,Harris,Male,4/11/1995,Computer Science,3.13
490,1100,COURSE13,Resit,2021,F,Noah,Young,Male,9/12/2005,Mathematics,2.68
491,1499,COURSE38,2nd semester,2022,C,Elsie,Kennedy,Female,11/11/2003,Mathematics,3.47
492,1495,COURSE19,Resit,2024,C,Mila,White,Female,1/28/1990,Computer Science,2.49
493,1225,COURSE19,2nd semester,2019,F,Amelia,Ward,Female,9/15/1999,Biology,2.88
494,1070,COURSE41,1st semester,2024,F,Victoria,Rogers,Female,12/11/1991,Physics,3.36
495,1157,COURSE42,2nd semester,2019,B,Aiden,Elliott,Male,7/22/1997,Computer Science,3.58
496,1163,COURSE14,2nd semester,2023,A,Elias,Baker,Male,10/9/1990,Computer Science,2.01
497,1274,COURSE9,2nd semester,2020,B,Bella,Thomas,Female,11/15/1996,Biology,2.79
498,1303,COURSE34,Resit,2024,B,Maryam,Butler,Female,12/30/1992,Biology,3.21
499,1150,COURSE7,2nd semester,2021,F,Myles,Allen,Male,9/5/2003,Physics,2.1
500,1391,COURSE36,2nd semester,2019,A,Arthur,Morris,Male,11/19/1995,Mathematics,2.49
